,output_price
848,1.0000000317527504
849,1.000000031830426
850,1.0000000312613417
851,1.0000000320189104
852,1.0000000316029958
853,1.0000000317552553
854,1.0000000315822968
855,1.000000031830971
856,1.0000000314982878
857,1.0000000316370758
858,1.000000031720849
859,1.0000000319690838
860,1.0000000315859057
861,1.0000000320878435
862,1.000000032033304
863,1.0000000310820307
864,1.0000000315735524
865,1.000000031636447
866,1.0000000322011273
867,1.0000000316474476
868,1.0000000315742135
869,1.0000000316595208
870,1.0000000320937925
871,1.000000031446821
872,1.000000031779064
873,1.0000000322574154
874,1.0000000318107558
875,1.0000000313901551
876,1.0000000317369664
877,1.0000000318431188
878,1.0000000319727593
879,1.0000000315822284
880,1.0000000320964022
881,1.0000000316236013
882,1.0000000315447013
883,1.0000000312372546
884,1.0000000307229986
885,1.0000000305310148
886,1.0000000309510106
887,1.0000000304657173
888,1.0000000301242482
889,1.0000000303733694
890,1.0000000303169296
891,1.0000000299924072
892,1.000000030060863
893,1.00000003023633
894,1.00000003052272
895,1.0000000304179926
896,1.000000030381571
897,1.0000000301644063
898,1.0000000302942482
899,1.0000000298100284
900,1.000000030204512
901,1.0000000303564167
902,1.0000000305853751
903,1.000000029821783
904,1.0000000298457616
905,1.0000000300342544
906,1.0000000302486338
907,1.0000000303612329
908,1.0000000301457301
909,1.0000000303512933
910,1.000000030211798
911,1.000000030262566
912,1.0000000301440168
913,1.0000000303451932
914,1.0000000292602809
915,1.0000000300744825
916,1.0000000303638776
917,1.0000000302708694
918,1.0000000296617853
919,1.0000000304418488
920,1.0000000299755114
921,1.0000000297696499
922,1.0000000300433587
923,1.0000000295111469
924,1.000000030013199
925,1.000000029473719
926,1.000000029429118
927,1.000000029254262
928,1.0000000288833704
929,1.0000000298365024
930,1.0000000290247282
931,1.0000000296046214
932,1.00000002935902
933,1.0000000284977413
934,1.0000000292275812
935,1.0000000291910747
936,1.0000000292499114
937,1.0000000293499827
938,1.0000000292012277
939,1.0000000292141153
940,1.0000000288335136
941,1.0000000291942006
942,1.0000000284454418
943,1.0000000284777006
944,1.0000000288409665
945,1.0000000291112916
946,1.000000028810128
947,1.0000000290386761
948,1.0000000284665096
949,1.0000000284052686
950,1.0000000285389492
951,1.0000000280801054
952,1.0000000288404796
953,1.00000002879715
954,1.0000000283418604
955,1.0000000282100643
956,1.0000000286202289
957,1.0000000283325927
958,1.0000000282587145
959,1.0000000278278154
960,1.00000002783509
961,1.0000000277395797
962,1.0000000278029775
963,1.0000000278004582
964,1.000000027671863
965,1.000000027705757
966,1.0000000271649645
967,1.0000000271939884
968,1.0000000270806284
969,1.0000000269787708
970,1.0000000269829254
971,1.000000027052392
972,1.0000000271457077
973,1.0000000269153388
974,1.0000000268530103
975,1.0000000266783797
976,1.00000002656655
977,1.0000000264218394
978,1.000000027040373
979,1.0000000269545017
980,1.0000000270685996
981,1.0000000271328096
982,1.00000002703145
983,1.0000000270627898
984,1.000000026696488
985,1.0000000269191716
986,1.0000000268518743
987,1.0000000264995554
988,1.0000000266182378
989,1.000000026880469
990,1.0000000266178948
991,1.0000000263809812
992,1.0000000266248243
993,1.0000000264485438
994,1.0000000270680653
995,1.0000000263213802
996,1.0000000262985143
997,1.0000000264658917
998,1.0000000266023223
999,1.0000000263286113
1000,1.0000000264480835
1001,1.0000000261050692
1002,1.000000026444718
1003,1.0000000262011313
1004,1.0000000261392052
1005,1.000000026347819
1006,1.0000000263029478
1007,1.0000000263942448
1008,1.0000000263079756
1009,1.00000002632094
1010,1.000000026529795
1011,1.000000026554108
1012,1.0000000262922317
1013,1.0000000264634494
1014,1.0000000264081483
1015,1.0000000264778455
1016,1.0000000267292122
1017,1.000000026348299
1018,1.0000000262655309
1019,1.0000000263010653
1020,1.000000026288771
1021,1.0000000264015017
1022,1.0000000258720807
1023,1.0000000263804276
1024,1.0000000262490198
1025,1.0000000261820172
1026,1.0000000257619652
1027,1.000000026070317
1028,1.000000026332309
1029,1.0000000262608144
1030,1.000000026128615
1031,1.0000000261845994
1032,1.0000000258983404
1033,1.0000000263718707
1034,1.0000000261085846
1035,1.0000000263393674
1036,1.000000026477711
1037,1.0000000262700832
1038,1.0000000259193886
1039,1.0000000263329982
1040,1.0000000259357
1041,1.0000000262935476
1042,1.0000000256493733
1043,1.0000000262155788
1044,1.0000000261108082
1045,1.0000000254000456
1046,1.000000025791548
1047,1.0000000259136053
1048,1.000000025929606
1049,1.000000025674793
1050,1.0000000257554844
1051,1.0000000251078074
1052,1.0000000255249033
1053,1.0000000257118307
1054,1.000000025872656
1055,1.0000000256388082
1056,1.0000000255099315
1057,1.000000025529728
1058,1.0000000255259347
1059,1.000000025441592
1060,1.000000025346591
1061,1.0000000256198516
1062,1.0000000256038186
1063,1.0000000256128554
1064,1.000000025623332
1065,1.0000000252472303
1066,1.0000000256630537
1067,1.0000000255849726
1068,1.0000000253266421
1069,1.0000000257336883
1070,1.000000025914355
1071,1.000000026092415
1072,1.0000000255127373
1073,1.0000000253755437
1074,1.0000000259047312
1075,1.0000000257302635
1076,1.0000000257060488
1077,1.0000000255893777
1078,1.000000025705676
1079,1.0000000254918768
1080,1.0000000255665884
1081,1.0000000254804768
1082,1.0000000251955419
1083,1.0000000252168877
1084,1.0000000248998164
1085,1.0000000253091135
1086,1.00000002517784
1087,1.0000000247030532
1088,1.0000000249788632
1089,1.0000000252535843
1090,1.00000002538853
1091,1.0000000251355523
1092,1.00000002504116
1093,1.0000000247693224
1094,1.0000000246549197
1095,1.000000024837889
1096,1.0000000251794976
1097,1.0000000252367627
1098,1.0000000248233551
1099,1.0000000245961054
1100,1.0000000249486551
1101,1.0000000247757157
1102,1.0000000252142607
1103,1.000000025110288
1104,1.0000000251989334
1105,1.00000002470101
1106,1.0000000244925278
1107,1.0000000248582035
1108,1.0000000248811303
1109,1.0000000248261063
1110,1.0000000250324195
1111,1.0000000248283112
1112,1.0000000250152081
1113,1.0000000247060432
1114,1.0000000247107583
1115,1.0000000247010647
1116,1.0000000246986969
1117,1.000000024736681
1118,1.0000000246149856
1119,1.000000025036398
1120,1.0000000244936518
1121,1.0000000246827583
1122,1.0000000245817646
1123,1.000000024202473
1124,1.000000024580705
1125,1.000000024127378
1126,1.0000000238205355
1127,1.0000000236433049
1128,1.0000000233470352
1129,1.000000023694753
1130,1.000000023734378
1131,1.0000000237542608
1132,1.0000000236537603
1133,1.0000000239713327
1134,1.0000000237743873
1135,1.0000000236468474
1136,1.0000000238123694
1137,1.0000000239067761
1138,1.0000000236224609
1139,1.0000000236291127
1140,1.000000023463611
1141,1.0000000238132802
1142,1.00000002372815
1143,1.000000023912993
1144,1.0000000232273558
1145,1.0000000240983948
1146,1.0000000242452494
1147,1.0000000235217603
1148,1.0000000236980746
1149,1.0000000237371696
1150,1.0000000236605555
1151,1.0000000236024624
1152,1.000000023472303
1153,1.0000000231146264
1154,1.0000000237527291
1155,1.0000000235339082
1156,1.0000000238005524
1157,1.0000000238827549
1158,1.0000000236344666
1159,1.0000000236579192
1160,1.000000023896296
1161,1.0000000233829505
1162,1.0000000237952706
1163,1.0000000236091688
1164,1.0000000237419298
1165,1.0000000236056634
1166,1.0000000235513047
1167,1.000000023419895
1168,1.000000023701921
1169,1.0000000232540218
1170,1.000000023482849
1171,1.0000000238237003
1172,1.000000023436864
1173,1.0000000233536002
1174,1.0000000238000037
1175,1.000000023707607
1176,1.0000000239471962
1177,1.0000000236686455
1178,1.0000000235938353
1179,1.0000000236435258
1180,1.0000000235707367
1181,1.0000000233814974
1182,1.0000000231494437
1183,1.0000000235138273
1184,1.0000000234394566
1185,1.0000000230184776
1186,1.0000000230541033
1187,1.0000000234122282
1188,1.000000023035645
1189,1.0000000234884452
1190,1.0000000231389332
1191,1.0000000233122301
1192,1.0000000232726227
1193,1.000000022877172
1194,1.000000023072111
1195,1.0000000232786952
1196,1.0000000230793458
1197,1.0000000234761346
1198,1.0000000230037474
1199,1.000000022679794
1200,1.0000000228495276
1201,1.0000000228113146
1202,1.0000000226839572
1203,1.0000000227641697
1204,1.000000023078944
1205,1.0000000225843333
1206,1.0000000223365502
1207,1.0000000223018677
1208,1.0000000220884102
1209,1.0000000218708431
1210,1.0000000225243804
1211,1.0000000225984533
1212,1.0000000224991623
1213,1.0000000220166942
1214,1.0000000224793668
1215,1.0000000224155767
1216,1.0000000222743322
1217,1.000000022483208
1218,1.0000000221384548
1219,1.0000000221170158
1220,1.000000022394927
1221,1.0000000219741527
1222,1.0000000226157602
1223,1.0000000222629055
1224,1.0000000220370582
1225,1.000000022369344
1226,1.0000000224007337
1227,1.0000000225241104
1228,1.000000022255134
1229,1.000000022449945
1230,1.0000000225258678
1231,1.0000000222763579
1232,1.0000000221270637
1233,1.0000000225350545
1234,1.0000000223696806
1235,1.0000000225150738
1236,1.0000000224184915
1237,1.0000000224781385
1238,1.000000022262492
1239,1.0000000227491097
1240,1.0000000224443464
1241,1.0000000221017216
1242,1.0000000226088008
1243,1.0000000222094232
1244,1.000000022385686
1245,1.000000022464795
1246,1.000000022429348
1247,1.0000000221373
1248,1.0000000219774814
1249,1.000000021883744
1250,1.0000000220583574
1251,1.0000000217562242
1252,1.000000022225412
1253,1.0000000221487841
1254,1.0000000222479783
1255,1.0000000219313152
1256,1.0000000220354235
1257,1.0000000220045893
1258,1.0000000221432248
1259,1.0000000220321792
1260,1.0000000221534568
1261,1.0000000220835268
1262,1.000000022000078
1263,1.0000000220625984
1264,1.0000000223813736
1265,1.0000000220430725
1266,1.0000000220550738
1267,1.0000000219846221
1268,1.0000000221474397
1269,1.0000000219207992
1270,1.0000000221000878
1271,1.0000000221247791
1272,1.000000022145429
